master_ccl_id,mean_bet_auc,meso,ccl_name,ccle_primary_site
890,0.6721633333333333,False,OCIM1,haematopoietic_and_lymphoid_tissue
893,0.82405,False,OCUM1,stomach
894,0.85134,False,OE19,oesophagus
895,0.7640766666666666,False,OE21,oesophagus
896,0.87593,False,OE33,oesophagus
898,0.8019766666666667,False,ONCODG1,ovary
899,0.8403266666666666,False,ONS76,central_nervous_system
901,0.5291166666666667,False,OPM2,haematopoietic_and_lymphoid_tissue
902,0.9011366666666666,False,OSRC2,kidney
903,0.90427,False,OUMS23,large_intestine
905,0.9918633333333333,False,OV56,ovary
906,0.8723000000000001,False,OV7,ovary
907,0.8402799999999999,False,OV90,ovary
908,0.7976266666666666,False,OVCAR4,ovary
909,0.8174966666666666,False,OVCAR5,
910,0.8675766666666668,False,OVCAR8,ovary
911,0.98497,False,OVISE,ovary
912,0.8507833333333333,False,OVK18,ovary
915,0.8358633333333333,False,OVSAHO,ovary
916,0.8657766666666666,False,OVTOKO,ovary
917,0.6801966666666667,False,P12ICHIKAWA,haematopoietic_and_lymphoid_tissue
918,0.65666,False,P31FUJ,haematopoietic_and_lymphoid_tissue
919,0.8784066666666667,False,P3HR1,haematopoietic_and_lymphoid_tissue
920,0.9390499999999999,False,PANC0203,pancreas
922,0.92044,False,PANC0327,pancreas
923,0.8798066666666667,False,PANC0403,pancreas
924,0.8459466666666667,False,PANC0504,pancreas
925,0.71346,False,PANC0813,pancreas
926,0.79322,False,PANC1,pancreas
927,0.8514499999999999,False,PANC1005,pancreas
928,0.9340266666666667,False,PATU8902,pancreas
929,0.7772233333333333,False,PATU8988S,pancreas
930,0.8689433333333333,False,PATU8988T,pancreas
931,0.85427,False,PC14,lung
932,0.9859666666666667,False,PC3,prostate
935,0.8701966666666667,False,PECAPJ15,upper_aerodigestive_tract
937,0.8434400000000001,False,PECAPJ34CLONEC12,upper_aerodigestive_tract
939,0.9144466666666666,False,PECAPJ41CLONED2,upper_aerodigestive_tract
940,0.836,False,PECAPJ49,upper_aerodigestive_tract
941,0.6894,False,PEER,haematopoietic_and_lymphoid_tissue
942,0.64163,False,PF382,haematopoietic_and_lymphoid_tissue
943,0.57673,False,PFEIFFER,haematopoietic_and_lymphoid_tissue
944,0.90966,False,PK1,pancreas
945,0.85948,False,PK45H,pancreas
946,0.90923,False,PK59,pancreas
947,0.7233033333333334,False,PL21,haematopoietic_and_lymphoid_tissue
950,0.95395,False,PLCPRF5,liver
952,0.9310566666666666,False,PSN1,pancreas
953,0.7729499999999999,False,PSTS,
954,0.86413,False,QGP1,pancreas
955,0.7716966666666667,False,RAJI,haematopoietic_and_lymphoid_tissue
956,0.8850766666666666,False,RCC10RGB,kidney
958,0.7128433333333333,False,RCHACV,haematopoietic_and_lymphoid_tissue
960,0.8396266666666666,False,RCM1,large_intestine
